Subject,AgeGroup,Run,Item,PC1,PC2
310,10-12yo,2,1,16.006186,-4.675725
310,10-12yo,3,1,-7.5606575,-10.700748
310,10-12yo,1,2,-6.236708,17.589811
310,10-12yo,2,2,-10.380392,-10.567428
310,10-12yo,3,2,-10.595991,13.127275
310,10-12yo,1,3,24.932299,-5.4274073
310,10-12yo,2,3,-1.8189747,11.658082
310,10-12yo,3,3,18.618355,2.9911504
310,10-12yo,1,4,-22.434767,-11.098727
310,10-12yo,2,4,-3.8068206,3.5850632
310,10-12yo,3,4,-0.46170804,-5.4176736
308,10-12yo,1,1,18.538774,-0.7713561
308,10-12yo,2,1,-9.040302,-5.9836836
308,10-12yo,3,1,22.247814,-4.389162
308,10-12yo,1,2,-6.074719,10.5059395
308,10-12yo,2,2,-0.98886085,3.252142
308,10-12yo,3,2,-11.243529,-8.19332
308,10-12yo,1,3,-8.623829,-8.516095
308,10-12yo,2,3,9.592488,-5.6872225
308,10-12yo,3,3,-9.87747,-2.2518892
308,10-12yo,1,4,-3.8402326,-1.2184889
308,10-12yo,2,4,0.43666938,8.41876
308,10-12yo,3,4,-1.1268115,14.834372
331,10-12yo,1,1,16.093218,-3.1125972
331,10-12yo,2,1,6.7882986,-11.88805
331,10-12yo,3,1,-10.799814,10.077056
331,10-12yo,1,2,-4.3476763,-7.8775
331,10-12yo,2,2,-14.49168,-6.3437343
331,10-12yo,3,2,-3.7501593,-8.233563
331,10-12yo,1,3,-11.643771,-1.4695419
331,10-12yo,2,3,-8.474924,12.419919
331,10-12yo,3,3,0.03465074,-7.2311625
331,10-12yo,1,4,-0.1017778,12.45964
331,10-12yo,2,4,16.178312,5.811865
331,10-12yo,3,4,14.515323,5.3876657
339,10-12yo,1,1,-5.1956725,-6.7704597
339,10-12yo,2,1,19.338408,-2.08144
339,10-12yo,3,1,-2.585482,1.927159
339,10-12yo,1,2,-2.3244672,13.431513
339,10-12yo,2,2,-0.056137934,-6.8012
339,10-12yo,3,2,-11.131214,-7.0525827
339,10-12yo,1,3,16.040611,-2.4718492
339,10-12yo,2,3,-18.233082,-2.862535
339,10-12yo,3,3,0.7050867,11.393242
339,10-12yo,1,4,-8.520473,-4.1892047
339,10-12yo,2,4,-1.0491883,11.745175
339,10-12yo,3,4,13.011607,-6.2678204
320,10-12yo,1,1,-2.032702,-6.4110875
320,10-12yo,2,1,-13.514644,-2.8356776
320,10-12yo,3,1,-5.07622,-7.8798194
320,10-12yo,1,2,-2.619167,-7.7203617
320,10-12yo,2,2,2.5062659,-10.062764
320,10-12yo,3,2,1.9915515,11.070714
320,10-12yo,1,3,-8.954888,9.996434
320,10-12yo,2,3,-4.100476,10.827234
320,10-12yo,3,3,18.955479,-3.2357645
320,10-12yo,1,4,13.606752,4.135019
320,10-12yo,2,4,15.1088505,2.0712097
320,10-12yo,3,4,-15.870802,0.044868242
246,10-12yo,1,1,-13.570988,-11.891158
246,10-12yo,2,1,0.3042655,1.8948324
246,10-12yo,3,1,19.272362,-5.5428076
246,10-12yo,1,2,0.79632276,-5.8261924
246,10-12yo,2,2,-8.197119,-9.59805
246,10-12yo,3,2,1.7825636,16.04953
246,10-12yo,1,3,-7.477504,18.591993
246,10-12yo,2,3,13.142666,-2.1102314
246,10-12yo,3,3,-8.483671,-13.178705
246,10-12yo,1,4,20.25217,-0.8746472
246,10-12yo,2,4,-5.249815,9.813449
246,10-12yo,3,4,-12.571255,2.6719806
208,10-12yo,1,1,-11.149956,-4.739716
208,10-12yo,2,1,-12.503636,-9.956318
208,10-12yo,3,1,14.790994,-8.20703
208,10-12yo,1,2,0.13023107,-0.8833794
208,10-12yo,2,2,-0.39697507,-11.319734
208,10-12yo,3,2,5.2436624,14.168525
208,10-12yo,1,3,-0.23069194,10.103095
208,10-12yo,2,3,23.037321,2.6130402
